,snap_date,id_hash,days,home_region,tourists_region,city,gender,age,mou,mou_out,dou,interests,top_service,volume_sum,dl_volume_sum,ul_volume_sum
10,2022.08.01,0e1b66df4533ce4c96dec640a1fe2049,6,61,33,Меленки,1,41,1255.4675,372.9775,49278.33,"[Сайты знакомств, Туроператоры, Денежные переводы, платежи, Навигация, Голосовые звонки , Технический трафик, Маркетплейсы, Программное обеспечение, Видеоконтент, Покупка техники и электроники, Мессенджеры и чаты, Фитнес, бег и здоровое питание]",[ad],2269665.2,1550577.0,719091.44
11,2022.08.01,2348d671d5742ab8c226bb562eccfbcd,5,13,33,Меленки,2,38,2186.8176,1264.5325,10650.291,"[Автозапчасти,автотовары, Образование для детей, Религия, Одежда и обувь, Голосовые звонки , Денежные переводы, платежи, Поисковые системы, Туроператоры, Государственный информационный портал, Покупка техники и электроники, Маркетплейсы, Мобильная связь и интернет, Авиакомпании, Такси, Навигация, Билеты, отели, путевки, Ювелирные украшения и аксессуары]",[yandex],1.57077696E9,1.28541427E9,2.85362624E8
12,2022.08.01,592f0d07586690f5c070d795ea87a3c4,1,34,33,Меленки,1,37,20.964998,5.18,29521.332,"[Голосовые звонки , Навигация, Поисковые системы, Банки, Денежные переводы, платежи, Маркетплейсы, Email-клиенты, Новости и СМИ, Социальные сети, Видеоконтент, Мессенджеры и чаты]",[google],4.25515341E9,3.96869299E9,2.8646048E8
13,2022.08.01,93e039a194e46388403de7593d2d0977,9,61,33,Меленки,1,31,810.28503,298.0425,18608.229,"[Маркетплейсы, Покупка авто, Такси, Поисковые системы, Автозапчасти,автотовары, Социальные сети, Навигация, Развлекательный контент, Видеоконтент]",[tiktok],7.557756E7,5.8737748E7,1.6839812E7
14,2022.08.01,5c4b76192697a06635883c45c265bf64,5,74,33,Меленки,1,33,,,12447.735,"[Навигация, Технический трафик, Видеоконтент, Программное обеспечение, Фильмы и сериалы, ТВ]",[nopayload],3.71623629E9,3.56261018E9,1.53626176E8
15,2022.08.01,362d235cd0f4d21cfa08f4c25a33a063,1,71,33,Меленки,3,0,,,22.3002,,[dns],1128707.0,373830.44,754879.6
16,2022.08.01,932d66890ccdc89d82d4528efff186b5,1,78,33,Меленки,3,0,432.0575,258.685,2557.233,"[Топливо, Покупка техники и электроники, Навигация, Аренда жилья, Продуктовые сети]",[existing],2.30452992E9,2.23048064E9,7.4049312E7
17,2022.07.01,7c28ec770e6545025a12375d27f04a30,10,77,33,Меленки,2,34,153.965,96.3725,15950.817,"[Мессенджеры и чаты, Продуктовые сети, Технический трафик, Голосовые звонки , Фильмы и сериалы, ТВ, Передача и хранение данных, Мобильная связь и интернет, Программное обеспечение]",[unknownudp],5.7440629E10,4.9229828E10,8.2108006E9
18,2022.08.01,d0276f0794c2523c3350a8e0322063ec,2,77,33,Меленки,1,41,154.62999,101.57001,2189.3557,"[Развлекательный контент, Новости и СМИ, Покупка техники и электроники, Активный отдых, Банки, Поисковые системы, Фитнес, бег и здоровое питание, Мессенджеры и чаты, Фильмы и сериалы, ТВ, Навигация, Программное обеспечение, Топливо]",[kinopoisk],1.22023393E10,1.1586559E10,6.1578022E8
19,2022.08.01,d9d3f128de8ba27df65a8d06409c38d0,7,52,33,Меленки,1,33,549.535,164.63998,40061.07,"[Денежные переводы, платежи, Страхование , Сайты знакомств, Покупка техники и электроники, Ремонт и обслуживание авто, Развлекательный контент, Социальные сети, Поисковые системы, Технический трафик, Навигация, Email-клиенты]",[vkontakte],2.79681208E10,2.6395863E10,1.57225741E9
20,2022.08.01,fa792524e2f3f0f2384cef4885398efd,1,2,33,Меленки,1,38,348.6,138.77501,2281.8376,"[Мобильная связь и интернет, Денежные переводы, платежи, Поисковые системы, Навигация]",[yandex],7.208256E8,6.324864E8,8.8339232E7
21,2022.08.01,b9faf7282a2fc32328fb2dd2994e8ee5,17,77,33,Меленки,2,43,334.19748,213.955,1315.4746,[Ювелирные украшения и аксессуары],[whatsapp],7.7954176E8,6.8707546E8,9.2466288E7
22,2022.08.01,9bbd227bc8e4430b88c1b6ac4b0d8825,7,62,33,Меленки,1,44,561.855,174.63249,5064.271,"[Фильмы и сериалы, ТВ, Сайты знакомств, Продуктовые сети, Программное обеспечение, Образование для детей, Покупка техники и электроники, Государственный информационный портал, Активный отдых, Новости и СМИ]",[whatsapp],1.91034864E8,1.74063968E8,1.6970894E7
23,2022.08.01,8fa15082d5e8ef2676cc0118412fd6d4,10,77,33,Меленки,2,30,110.4775,51.0825,3178.0413,"[Видеоигры и игровые сервисы, Маркетплейсы, Продуктовые сети, Сайты знакомств, Музыка, Медицинские товары, Навигация, Денежные переводы, платежи, Образование для детей, Аптеки и оптики, Банки, Государственный информационный портал, Товары для дома и ремонта, Страхование ]",[vkontakte],2.99176192E9,2.72549862E9,2.66263216E8
24,2022.08.01,054611b420ee5352921b0e74e70b2e25,3,52,33,Меленки,1,42,72.905,4.2700005,82061.125,"[Фильмы и сериалы, ТВ, Развлекательный контент, Поисковые системы, Туроператоры, Новости и СМИ, Навигация]",[kinopoisk],8511343.0,5865113.0,2646233.0
25,2022.07.01,90e2a8b9cd50aea73dbf6f9ffe43e744,9,77,33,Меленки,1,46,68.9675,58.45,1779.1973,"[Мобильная связь и интернет, Маркетплейсы, Программное обеспечение, Видеоконтент, Email-клиенты, Банки, Фильмы и сериалы, ТВ, Видеоигры и игровые сервисы, Технический трафик]",[dns],1.06452623E10,1.0035458E10,6.0980448E8
26,2022.07.01,34d61ffb0e514ec219f89b75f9b5d8bc,28,52,33,Меленки,1,32,841.505,449.155,16523.1,"[Навигация, Передача и хранение данных, Поисковые системы, Фильмы и сериалы, ТВ, Продуктовые сети, Автозапчасти,автотовары, Денежные переводы, платежи, Мессенджеры и чаты, Покупка техники и электроники]",[dns],9.7239184E7,5.8529844E7,3.8709344E7
27,2022.07.01,add1b90c37b14b74638fe691cd0ee788,1,52,33,Меленки,1,38,4.3575,,1236.8262,"[Развлекательный контент, Поисковые системы, Видеоконтент, Голосовые звонки , Навигация]",[youtube],4.2583008E8,2.50982336E8,1.74847744E8
28,2022.07.01,f520319fb1a920957a240fbdd061d443,28,52,33,Меленки,2,50,60.1825,59.605,3.155127,,[existing],,,
29,2022.08.01,4aa74d53f0a0197c74341d9e9bf93ac1,6,77,33,Меленки,3,0,846.40497,593.355,51.37207,"[Фильмы и сериалы, ТВ]",[kinopoisk],3.38659891E9,3.35078093E9,3.5818008E7
30,2022.08.01,756aff682161e0f2e3d97570f624e2c4,2,71,33,Меленки,1,24,5.3725004,,,,[existing],12950.7,12950.7,
31,2022.08.01,3335618c8ed782841d5cadd51300a9b0,7,77,33,Меленки,2,34,26.495,,,[Продуктовые сети],,17698.8,17373.3,328.65
32,2022.08.01,4c97889520355bd7a26b6f0038cf94a2,8,52,33,Меленки,1,21,135.3275,72.17,9251.588,"[Маркетплейсы, Email-клиенты, Голосовые звонки , Музыка, Передача и хранение данных, Медицинские товары]",[vkontakte],1.31129068E10,1.23065446E10,8.0636179E8
33,2022.08.01,5427b049b7cba3bcb166221268580f43,23,16,33,Меленки,3,0,571.3925,163.5375,223.9248,"[Такси, Навигация]",[google],54120.15,54120.15,
34,2022.07.01,0c9813333063a982f05b5c7d6cac38b0,4,71,33,Меленки,1,34,2547.3174,1402.765,8169.485,"[Фильмы и сериалы, ТВ, Видеоконтент, Ремонт и обслуживание авто]",[dns],3688482.0,2594804.0,1093681.0
35,2022.08.01,dc21fb931d8d0513ae45bd40308db22a,2,77,33,Меленки,1,45,44.695,16.397501,14372.712,"[Ювелирные украшения и аксессуары, Развлекательный контент, Контент на тему путешествий, Продуктовые сети, Книги, электронная литература, Кафе и рестораны, Программное обеспечение, Образование для детей, Новости и СМИ, Технический трафик, Мессенджеры и чаты, Маркетплейсы, Билеты, отели, путевки, Видеоконтент, Государственный информационный портал, Поисковые системы, Сайты знакомств, Инвестиции и вклады, Автозапчасти,автотовары, Email-клиенты, Авиакомпании, Мобильная связь и интернет, Туроператоры]",[google],6.7004134E9,6.077162E9,6.2325184E8
36,2022.08.01,b05ac9e0b51b018f414787bcae8f67c0,10,77,33,Меленки,3,32,,,12.260595,,[ad],3548494.0,2819467.2,729029.7
37,2022.08.01,0c739ab107a129b9195f1121673bb094,5,77,33,Меленки,2,20,888.1075,299.6525,3916.2764,"[Медицинские товары, Мессенджеры и чаты, Медицинские центры, клиники и стоматология, Онлайн-образование, Билеты, отели, путевки, Кафе и рестораны, Денежные переводы, платежи, Фильмы и сериалы, ТВ, Навигация, Доставка еды и продуктов, Аптеки и оптики, Книги, электронная литература, Продуктовые сети, Ювелирные украшения и аксессуары, Косметика, Мобильная связь и интернет, Покупка техники и электроники, Маркетплейсы, Кредиты и займы, Одежда и обувь, Музыка]",[existing],1.81760143E10,1.76528056E10,5.23208608E8
38,2022.08.01,bb94f45196899dd671d93eb8b614fb77,28,77,33,Меленки,1,29,938.2275,302.0675,10923.711,"[Кафе и рестораны, Музыка, Доставка еды и продуктов, Такси, Программное обеспечение, Каршеринг, Навигация, Поисковые системы, Банки, Фильмы и сериалы, ТВ, Сайты знакомств, Маркетплейсы, Email-клиенты]",[kinopoisk],3.37458099E9,3.13054618E9,2.44034896E8
39,2022.08.01,9eb5b962ba80e730dcaab61b6802d5c6,2,52,33,Меленки,1,23,223.7725,109.445,50253.31,"[Мобильная связь и интернет, Навигация, Поисковые системы, Видеоконтент, Передача и хранение данных, Голосовые звонки , Развлекательный контент, Видеоигры и игровые сервисы, Социальные сети, Программное обеспечение, Образование для детей]",[dns],9.0134394E8,8.4047405E8,6.086988E7
40,2022.08.01,7cd53d44e5699406f9e67138642ecdac,1,35,33,Меленки,2,43,902.4225,357.875,1049.2207,"[Аптеки и оптики, Одежда и обувь, Сервис доставки]",[yandex],2.9433104E7,2.3935E7,5498106.5
41,2022.08.01,4560fa8612eec222b337061b7b9d0431,3,63,33,Меленки,3,0,435.435,156.8525,3797.5598,,[odnoklassniki],1.61017168E8,1.28180408E8,3.2836768E7
42,2022.08.01,55340f23b3423cf75eab34dd7596af8d,1,52,33,Меленки,1,57,67.287506,20.545,28.667877,,[apple],5.171594E7,3.8247716E7,1.3468228E7
43,2022.08.01,57b6fdec9e4607cfe7692cfd364ac6e1,7,77,33,Меленки,2,38,370.4925,146.57999,2531.6084,"[Маркетплейсы, Денежные переводы, платежи]",[dns],2.00587162E9,1.50000256E9,5.05869056E8
44,2022.08.01,9458b1fb64504f754b7d77181520b611,24,52,33,Меленки,1,28,269.6925,145.30249,25839.336,"[Новости и СМИ, Передача и хранение данных, Технический трафик, Голосовые звонки , Книги, электронная литература, Доставка еды и продуктов, Навигация, Поисковые системы, Аудиокниги, радио и подкасты, Email-клиенты, Видеоконтент]",[dns],3.69544038E9,3.59546803E9,9.9972536E7
45,2022.08.01,2ff26760e67cf630b7b43ba510b83328,1,36,33,Меленки,3,0,,,9.015235,,[unknowntcp],1.6456084E7,4747827.0,1.170826E7
46,2022.08.01,174523cdcf6ef021d14e1290dd2b80d0,5,77,33,Меленки,1,31,23.467503,10.570002,7880.926,"[Ремонт и обслуживание авто, Сайты знакомств, Email-клиенты, Покупка авто, Покупка техники и электроники, Зоомагазин, Облачный гейминг, Денежные переводы, платежи, Доставка еды и продуктов, Видеоигры и игровые сервисы, Одежда и обувь]",[vkontakte],1.64860864E8,1.40766592E8,2.4094276E7
47,2022.08.01,f925b3b8421b30c7b17de7d0679a5367,4,5,33,Меленки,1,34,304.78,76.299995,2738.8481,"[Социальные сети, Мессенджеры и чаты, Голосовые звонки ]",[tiktok],1.32155672E8,1.1258852E8,1.9567158E7
48,2022.08.01,28fb887a8afed018a9aa9301189a5a8e,11,36,33,Меленки,1,33,63.2975,45.307503,33903.043,"[Видеоконтент, Социальные сети, Денежные переводы, платежи, Сайты знакомств, Такси]",[dns],9.328936E7,6.5457836E7,2.7831522E7
49,2022.08.01,416405e1d77cec661cebfc448990b57f,1,77,33,Меленки,2,29,3.5350003,,3.156152,,[google],4.612536E7,3.6771564E7,9353802.0
50,2022.08.01,16396ba9371a3557e38e517b823324a2,7,37,33,Меленки,1,35,387.7125,195.7375,23246.469,"[Топливо, Email-клиенты, Поисковые системы, Развлекательный контент, Сайты знакомств, Программное обеспечение, Навигация, Социальные сети, Продуктовые сети, Видеоигры и игровые сервисы, Товары для дома и ремонта]",[ad],3.84927002E9,3.55255654E9,2.96713472E8
51,2022.08.01,29a8e7f1782cb46c4b779cc3253eb27c,5,52,33,Меленки,1,32,169.0325,65.9575,3701.368,"[Сайты знакомств, Развлекательный контент, Туроператоры, Видеоигры и игровые сервисы, Новости и СМИ]",[dns],4069760.0,2448447.8,1621315.5
52,2022.08.01,481c4241a4022ec121e45347d4499c70,2,43,33,Меленки,1,40,1698.0249,1033.095,7506.925,"[Навигация, Видеоконтент, Активный отдых]",[youtube],3.9386272E8,3.58323328E8,3.5539404E7
53,2022.08.01,32c7f9a508b1b5b19b9842524cfaafd6,6,37,33,Меленки,1,25,164.29,106.715,7717.4375,"[Развлекательный контент, Мессенджеры и чаты, Активный отдых, Контент на тему автомобилей]",[vkontakte],6.4487834E8,5.8566938E8,5.9209E7
54,2022.08.01,d3d5db350488f650e1190933f7bfaa04,16,63,33,Меленки,3,0,,,203.35136,,[http],4.4493256E7,1.4233352E7,3.0259906E7
55,2022.08.01,ddec2f6318bf338e59ae816a709c037b,1,-1,33,Меленки,2,32,276.4825,162.4875,5002.0977,"[Навигация, Туроператоры, Контент на тему путешествий]",[vkontakte],2.893865E7,1.6562939E7,1.2375714E7
56,2022.08.01,85b7bf5b7dd72d040b7c97821c68496a,1,-1,33,Меленки,1,34,133.1225,58.835,17023.844,"[Email-клиенты, Поисковые системы, Социальные сети, Технический трафик, Видеоконтент, Навигация, Фильмы и сериалы, ТВ]",[megafon],3.18202086E9,3.04681114E9,1.35209776E8
57,2022.08.01,c86feb860006f3fb5e59baf36bfbaf3f,16,52,33,Меленки,1,39,888.4575,298.06,8915.219,"[Товары для дома и ремонта, Одежда и обувь, Доставка еды и продуктов, Книги, электронная литература, Топливо, Новости и СМИ, Контент на тему техники и электроники, Денежные переводы, платежи, Поисковые системы, Навигация, Программное обеспечение, Музыка, Аудиокниги, радио и подкасты, Сайты знакомств]",[dns],2.9347968E9,2.70671206E9,2.28084752E8
58,2022.07.01,e486f5e077f349ddf8757763ef15295a,1,77,33,Меленки,1,24,233.71251,,3.3520043,,[applepushnotification],1.036635E7,8822238.0,1544115.2
59,2022.07.01,0866810490afb7c93acfab5ce84ecb5a,2,77,33,Меленки,1,25,,,2665.0405,"[Навигация, Контент на тему автомобилей, Видеоконтент]",[yandex],8.5315962E8,7.4273715E8,1.10422464E8
60,2022.07.01,cf409d54b504a22989080c87088329b6,2,77,33,Меленки,3,39,205.99251,150.1325,312.16684,"[Навигация, Сайты знакомств, Маркетплейсы, Программное обеспечение, Видеоигры и игровые сервисы]",[dns],3.74572646E9,3.54228019E9,2.0344624E8
61,2022.07.01,b25f2383cda069712224e7ced5993ad3,12,71,33,Меленки,2,47,671.2475,482.545,41140.703,"[Государственный информационный портал, Новости и СМИ, Email-клиенты, Поисковые системы, Билеты, отели, путевки, Социальные сети, Развлекательный контент, Скидки, купоны, распродажи]",[vkontakte],2.2888328E7,2.054737E7,2340961.2
62,2022.08.01,e9d2d27b93c417ba042fcfded6c6e38e,3,77,33,Меленки,3,0,538.33496,332.88498,7133.051,"[Навигация, Поисковые системы, Товары для дома и ремонта, Страхование , Передача и хранение данных, Медицинские товары, Фильмы и сериалы, ТВ, Контент на тему путешествий, Маркетплейсы, Выставки, театры, Доставка еды и продуктов, Авиакомпании, Фриланс, Мессенджеры и чаты, Голосовые звонки , Онлайн-образование, Программное обеспечение, Цветы, подарки и праздники, Денежные переводы, платежи, Технический трафик, Видеоигры и игровые сервисы]",[telegram],5.9925381E10,5.4001635E10,5.9237473E9
63,2022.08.01,ded3684c3b498782def90d6b5fafe7a9,4,73,33,Меленки,3,0,,,7.284375,,[unknowntcp],4414608.5,1825988.9,2588622.8
64,2022.08.01,474945ec32276ff48121bd7d34f54c46,13,52,33,Меленки,1,36,2614.92,1458.9225,32627.492,"[Программное обеспечение, Передача и хранение данных, Развлекательный контент, Навигация, Маркетплейсы, Социальные сети, Поисковые системы, Сайты для взрослых, Технический трафик, Видеоигры и игровые сервисы, Новости и СМИ, Автозапчасти,автотовары]",[vkontakte],1.36440525E9,1.29612621E9,6.8279088E7
65,2022.08.01,aa077731ed7f42e7a7ad4034378961e7,18,48,33,Меленки,1,37,49.14,19.5825,27284.303,"[Технический трафик, Билеты, отели, путевки, Туроператоры, Навигация, Сайты знакомств, Развлекательный контент, Сайты для взрослых, Новости и СМИ, Ремонт и обслуживание авто, Поисковые системы, Контент на тему путешествий, Социальные сети, Страхование ]",[tiktok],5.3178588E9,5.1540823E9,1.63776576E8
66,2022.08.01,5fd544cca899fc001ec17fb2feccb3d8,18,52,33,Меленки,1,37,490.525,258.37,22790.16,"[Музыка, Передача и хранение данных, Новости и СМИ, Технический трафик, Фитнес, бег и здоровое питание, Поисковые системы]",[itunes],9.6046992E7,8.139E7,1.4656993E7
67,2022.08.01,d03b68255e3060f3aad785463bebedd9,7,52,33,Меленки,1,62,590.5025,483.08752,,,,,,
68,2022.08.01,8a4aff74f492ba4d4024c11f2e90a8bf,6,52,33,Меленки,1,29,81.7425,31.849998,22256.965,"[Фильмы и сериалы, ТВ, Покупка техники и электроники, Продуктовые сети]",[kinopoisk],1.6366388E7,1.3028723E7,3337667.5
69,2022.08.01,e3d0cc5613da0cd6da1b1af5a69645cb,2,10,33,Меленки,2,49,202.86,55.7025,2258.2341,,[vkontakte],5.7158344E7,4.6916108E7,1.0242239E7
70,2022.08.01,15a5f69a3b7e3b85d7b5e40f77c58ebc,13,77,33,Меленки,2,29,468.615,256.76,36262.336,"[Детские товары, Товары для дома и ремонта, Продуктовые сети, Образование для детей, Зоомагазин, Видеоконтент, Кулинария и рецепты, Фильмы и сериалы, ТВ, Поисковые системы, Облачный гейминг, Покупка техники и электроники, Денежные переводы, платежи, Доставка еды и продуктов, Email-клиенты, Туроператоры, Навигация, Афиша и билетные сервисы, Технический трафик, Программное обеспечение, Одежда и обувь, Передача и хранение данных, Мессенджеры и чаты, Банки, Видеоигры и игровые сервисы, Сайты знакомств, Поиск работы, Развлекательный контент, Такси]",[youtube],2.6974092E7,1.5670057E7,1.1304038E7
71,2022.08.01,0a7a4f84798085a06bbe23d595652e64,13,36,33,Меленки,1,40,14.962502,4.8475013,164.47574,[Такси],[google],2.1904784E8,2.05938032E8,1.3109813E7
72,2022.08.01,9d5133aafaea946dd36d6933c4109d32,22,52,33,Меленки,1,29,1304.8525,807.5375,6541.7705,"[Мессенджеры и чаты, Сайты знакомств]",[dns],6.0779091E8,5.8152352E8,2.6267368E7
73,2022.08.01,809626b07ec8bfacd28d9e5daca7d319,14,34,33,Меленки,1,55,242.62,143.255,60.978954,[Государственный информационный портал],[tiktok],4.57588384E8,4.12418496E8,4.5169904E7
74,2022.08.01,cca590e25bf7fc1e4e1282bf924fd789,1,78,33,Меленки,1,39,863.135,502.14502,6386.5366,"[Продуктовые сети, Навигация, Видеоигры и игровые сервисы, Образование для детей, Email-клиенты]",[vkontakte],5.9910285E8,5.506583E8,4.8444596E7
75,2022.07.01,312acb428f17dc8172c19545d7f7f617,3,34,33,Меленки,3,0,756.12256,307.61502,6613.0376,"[Одежда и обувь, Активный отдых, Поисковые системы, Сайты знакомств, Косметика, Email-клиенты, Мессенджеры и чаты, Туроператоры, Видеоигры и игровые сервисы, Денежные переводы, платежи, Продуктовые сети, Программное обеспечение]",[yandex],8.6788639E9,7.6307174E9,1.04814598E9
76,2022.07.01,c46205298663e9e7df98e3e5bb23336b,15,77,33,Меленки,3,0,,,16.477003,,[dns],900786.6,294031.5,606758.25
77,2022.08.01,108ff2e3e2cc0f43f779fed3cee853db,10,62,33,Меленки,1,37,311.0625,206.56999,946.7175,,[google],7.7526488E7,7.2406824E7,5119665.5
78,2022.08.01,017e08271c4a2c2231bb81b4c157e6db,7,77,33,Меленки,1,47,42.6475,17.57,8632.652,"[Государственный информационный портал, Продуктовые сети, Поисковые системы, Контент на тему путешествий, Туроператоры, Развлекательный контент, Новости и СМИ, Контент на тему техники и электроники, Навигация, Покупка техники и электроники, Товары для дома и ремонта]",[kinopoisk],5.04020928E8,4.34628384E8,6.9392552E7
79,2022.08.01,f33cfe2bfbaee8fd263af1f2216419ed,11,52,33,Меленки,1,46,71.994995,24.0275,1289.8368,"[Навигация, Покупка техники и электроники]",[tiktok],4.1500952E7,3.4767712E7,6733244.5
80,2022.07.01,1ddb12c4391fd391ea47bee09d652ec5,24,52,33,Меленки,1,32,235.165,133.385,28114.576,"[Социальные сети, Технический трафик, Навигация, Контент на тему автомобилей]",[existing],1.28396248E8,8.34946E7,4.4901648E7
81,2022.08.01,d04deea4035b38499713008e30d1b3c7,11,78,33,Меленки,3,0,143.15,73.2725,1155.1661,,[existing],3.0779376E7,2.497009E7,5809288.0
82,2022.08.01,a0e9d5978a8314cfaf5dd91e479ef9ce,26,62,33,Меленки,1,45,609.2625,430.58752,20201.06,"[Развлекательный контент, Навигация, Сервис доставки, Социальные сети, Контент на тему автомобилей, Ремонт и обслуживание авто]",[tiktok],1.91833232E8,1.38940672E8,5.2892572E7
83,2022.08.01,f22491523e33a40f41006a5879c2fa9e,4,62,33,Меленки,3,0,,,607.2948,,[google],8737641.0,5598920.0,3138724.0
84,2022.08.01,a86427ab00007e7968ae95fe6d37bc53,6,77,33,Меленки,1,41,152.215,33.46,7073.163,"[Кафе и рестораны, Банки, Денежные переводы, платежи]",[dns],2.15115632E8,1.85340192E8,2.9775444E7
85,2022.08.01,4105d1f8ca2d27ba2172904a2323090e,20,37,33,Меленки,1,53,616.9275,311.22,10340.464,"[Книги, электронная литература, Передача и хранение данных, Программное обеспечение, Навигация, Покупка жилья, Медицинские товары, Развлекательный контент, Музыка, Email-клиенты, Аудиокниги, радио и подкасты, Туроператоры, Технический трафик, Сервис доставки, Аренда жилья, Новости и СМИ, Мобильная связь и интернет, Поисковые системы, Государственный информационный портал, Денежные переводы, платежи, Маркетплейсы, Доставка еды и продуктов]",[yandex],1.60384781E9,1.42528358E9,1.78564256E8
86,2022.08.01,3e20daefb19b8a3f1d8f4232c4dbae9a,4,52,33,Меленки,3,35,1281.4375,588.38495,140085.23,"[Email-клиенты, Поисковые системы, Музыка, Мессенджеры и чаты, Технический трафик, Новости и СМИ, Продуктовые сети, Активный отдых, Развлекательный контент, Денежные переводы, платежи, Навигация, Сайты знакомств, Голосовые звонки , Облачный гейминг, Одежда и обувь, Видеоконтент, Передача и хранение данных, Покупка техники и электроники, Фильмы и сериалы, ТВ, Маркетплейсы, Туроператоры, Государственный информационный портал]",[kinopoisk],4.2291392E7,3.3360108E7,8931285.0
87,2022.08.01,e190382b64bdf973a055b3dc31d0c60e,1,52,33,Меленки,2,40,379.88998,190.645,4708.6953,"[Сайты знакомств, Навигация, Новости и СМИ, Афиша и билетные сервисы]",[google],2.00923008E8,1.73523696E8,2.7399316E7
88,2022.08.01,135c7f8c94408825ae44ba5e779eae9d,7,52,33,Меленки,1,34,167.77249,101.027504,36054.246,"[Программное обеспечение, Развлекательный контент, Ремонт и обслуживание авто, Сайты знакомств, Контент на тему путешествий, Туроператоры, Видеоигры и игровые сервисы, Поисковые системы, Новости и СМИ, Религия, Технический трафик, Денежные переводы, платежи]",[viber],7155266.0,5382330.5,1772938.6
89,2022.08.01,4871639a4726cd38aed93d1c5f82b12f,1,78,33,Меленки,2,34,685.195,525.27997,10334.207,"[Билеты, отели, путевки, Навигация, Фильмы и сериалы, ТВ, Передача и хранение данных, Книги, электронная литература, Музыка, Банки, Мобильная связь и интернет, Продуктовые сети, Маркетплейсы, Ювелирные украшения и аксессуары, Email-клиенты, Аренда жилья, Голосовые звонки ]",[vkontakte],6.068873E8,4.74448544E8,1.32438736E8
90,2022.08.01,310b6cb80a7cf7218bddeded0f991813,5,77,33,Меленки,1,31,692.4925,453.005,32608.168,"[Покупка техники и электроники, Навигация, Книги, электронная литература, Мобильная связь и интернет, Email-клиенты, Автозапчасти,автотовары, Сайты знакомств, Технический трафик, Передача и хранение данных, Контент на тему здоровья и косметики, Поиск работы, Аудиокниги, радио и подкасты, Кафе и рестораны]",[existing],1.05290906E9,9.690992E8,8.3809864E7
